Level,Codes,Onderwerpen,Totaal bedrijven,2-100 FTE,1 FTE,2 FTE,3-5 FTE,5-10 FTE,10-20 FTE,20-50 FTE,50-100 FTE,100+ FTE
5,46219,46219 Groothandel in overige akkerbouw,135,50,85,10,10,15,10,5,0,0
2,37,37 Afvalwaterinzameling en -behandeling,125,50,70,10,15,15,5,5,5,5
3,370,370 Afvalwaterinzameling en -behandeling,125,50,70,10,15,15,5,5,5,5
4,3700,3700 Afvalwaterinzameling en behandeling,125,50,70,10,15,15,5,5,5,5
5,46762,46762 Groothandel in papier en karton,125,50,75,10,10,20,5,5,0,0
5,46423,46423 Groothandel in onderkleding,120,50,70,20,10,5,5,5,5,0
3,267,267 Optische instrumentenindustrie,115,50,65,15,5,15,10,5,5,0
4,2670,2670 Optische instrumentenindustrie,115,50,65,15,5,15,10,5,5,0
3,106,106 Meelindustrie,105,50,45,10,15,10,5,5,5,10
3,275,275 Huishoudelijke apparatenindustrie,95,50,40,5,10,10,10,5,5,5
4,2059,2059 Overige chemische industrie (rest),90,50,25,5,5,10,5,15,15,15
5,46384,46384 Groothandel in bakkerijgrondstof,85,50,30,15,10,10,10,5,0,5
3,321,0321 Zeeviskwekerij,85,50,35,5,30,10,0,0,0,0
5,64194,64194 Algemene banken,75,50,5,5,5,10,10,20,5,20
5,93124,93124 Tennis,410,45,365,25,15,0,0,0,0,0
3,559,559 Overige logiesverstrekking,370,45,325,40,5,0,0,0,0,0
4,5590,5590 Overige logiesverstrekking,370,45,325,40,5,0,0,0,0,0
4,1419,1419 Baby- en sportkledingindustrie,260,45,215,20,10,5,5,0,0,0
2,91,091 Dienstverlening olie- en gaswinning,205,45,150,5,10,10,5,5,5,10
3,910,0910 Dienstverlening olie- en gaswinning,205,45,150,5,10,10,5,5,5,10
4,2341,2341 Huishoudelijk aardewerkindustrie,200,45,155,25,5,10,0,0,0,0
3,262,262 Computerindustrie,195,45,145,20,10,5,10,5,0,5
4,2620,2620 Computerindustrie,195,45,145,20,10,5,10,5,0,5
4,3514,3514 Handel in elektriciteit en gas,175,45,115,10,10,5,10,10,5,15
3,653,653 Pensioenfondsen,160,45,110,15,10,10,5,5,0,5
4,6530,6530 Pensioenfondsen,160,45,110,15,10,10,5,5,0,5
4,2572,2572 Hang- en sluitwerkindustrie,155,45,105,10,10,5,5,10,0,5
5,52292,52292 Wegings- en metingsbedrijven,150,45,105,15,10,10,5,5,0,0
3,291,291 Autoindustrie,140,45,85,10,20,10,5,0,0,10
4,2910,2910 Autoindustrie,140,45,85,10,20,10,5,0,0,10
4,2042,2042 Parfum- en cosmeticaindustrie,140,45,90,15,5,5,10,5,5,5
4,3092,3092 Fietsenindustrie,120,45,70,10,5,10,10,5,5,5
5,87301,87301 Huizen lichamelijk gehandicapten,110,45,55,15,15,5,5,5,5,10
4,2841,2841 Metaalgereedschappenindustrie,105,45,55,10,10,15,5,5,0,5
3,263,263 Communicatieapparatenindustrie,100,45,55,5,10,10,5,10,0,0
4,2630,2630 Communicatieapparatenindustrie,100,45,55,5,10,10,5,10,0,0
5,46214,46214 Groothandel in mengvoeder,100,45,55,15,15,10,5,5,0,0
4,1061,1061 Meelindustrie (geen zetmeel),95,45,45,10,15,10,5,5,5,5
4,1729,1729 Overige papierwarenindustrie,90,45,35,5,0,5,5,10,15,10
5,78203,78203 Banenpools (werkgelegenheid),85,45,30,5,5,5,10,10,10,10
4,2014,2014 Organische basischemie,80,45,20,5,5,5,10,10,10,15
4,2812,2812 Hydraulische apparatenindustrie,80,45,25,5,5,10,15,10,10,10
4,1092,1092 Huisdiervoederindustrie,70,45,20,5,10,10,10,10,5,5
4,2892,2892 Bouwmachine-industrie,65,45,15,5,5,5,10,15,5,5
4,2814,2814 Appendage-industrie,60,45,10,5,5,10,5,15,0,5
4,5223,5223 Dienstverlening voor de luchtvaart,300,40,250,10,10,10,5,5,5,10
4,9512,9512 Reparatie van communicatieapparaten,275,40,235,20,10,5,0,0,0,0
3,264,264 Consumentenelektronicaindustrie,200,40,160,15,5,10,5,0,0,0
4,2640,2640 Consumentenelektronicaindustrie,200,40,160,15,5,10,5,0,0,0
4,7731,7731 Verhuur van landbouwmachines,200,40,160,15,10,5,5,0,0,0
5,45111,45111 Import van nieuwe personenauto's,165,40,115,20,5,5,0,5,5,10
5,91019,91019 Openbare archieven,140,40,95,10,5,5,10,15,0,5
4,2811,2811 Motoren- en turbine-industrie,125,40,80,10,5,10,10,5,5,5
3,152,152 Schoenenindustrie,125,40,85,15,10,10,0,5,0,0
4,1520,1520 Schoenenindustrie,125,40,85,15,10,10,0,5,0,0
5,46769,46769 Groothandel tussenproducten (rest),125,40,85,10,10,10,5,5,0,0
4,7734,7734 Verhuur en lease van schepen,125,40,85,15,10,10,5,0,0,0
3,244,244 Edel- en non-ferrometaalindustrie,110,40,50,10,5,15,5,5,5,20
5,85202,85202 Speciaal basisonderwijs,100,40,40,0,0,5,5,20,10,20
4,2041,2041 Reinigingsmiddelenindustrie,80,40,35,5,10,5,5,10,10,5
4,2815,2815 Lager- en tandwielindustrie,55,40,10,5,5,10,5,10,5,5
4,8542,8542 Universitair hoger onderwijs,225,35,175,10,5,5,10,5,5,15
5,35113,35113 Elektriciteitsproductie door zon,225,35,190,20,5,5,5,0,0,0
3,803,803 Detectivebureaus,215,35,180,15,5,10,0,0,0,0
4,8030,8030 Detectivebureaus,215,35,180,15,5,10,0,0,0,0
5,93141,93141 Individuele zaalsport,205,35,170,20,10,0,0,0,0,0
5,93152,"93152 Roei-, kano-, zeil- en surfsport",185,35,150,20,10,5,0,0,0,0
5,85313,85313 Praktijkonderwijs,100,35,65,10,5,5,5,10,5,0
5,72111,72111 Biotechnologische landbouwresearch,90,35,55,5,10,5,5,5,0,0
5,93193,93193 Verzorgen van vistochten,90,35,55,15,10,0,0,0,0,0
5,35111,35111 Conventionele energieproductie,85,35,45,10,10,10,0,5,0,5
3,273,"273 Elektr. kabel-, schakelaarindustrie",75,35,35,5,5,10,5,5,0,5
5,46211,46211 Groothandel in granen,75,35,40,10,15,5,5,0,0,0
5,46242,46242 Groothandel in leer,75,35,40,10,10,10,5,0,0,0
5,47512,47512 Winkels in huishoudtextiel,75,35,40,15,10,5,0,0,0,0
4,1393,1393 Vloerkleed- en tapijtindustrie,65,35,25,5,0,5,5,10,5,5
4,2363,2363 Centrales van stortklare beton,65,35,25,5,0,15,10,5,0,5
3,266,266 Elektromedische apparatenindustrie,65,35,25,10,0,10,5,5,0,5
4,2660,2660 Elektromedische apparatenindustrie,65,35,25,10,0,10,5,5,0,5
4,2813,2813 Niet-hydraulische pompenindustrie,60,35,15,5,5,5,10,10,0,10
3,239,239 Overige minerale productenindustrie,60,35,20,5,5,10,10,5,0,5
4,2529,2529 Tank- en reservoirbouw,55,35,10,0,0,5,10,15,5,10
4,3103,3103 Matrasindustrie,50,35,15,10,5,5,10,0,0,0
5,94991,94991 Gezelligheidsverenigingen,310,30,280,5,10,5,5,5,0,0
5,85312,85312 Voorbereidend MBO,200,30,140,5,0,5,5,10,10,30
5,49393,49393 Geregeld besloten personenvervoer,160,30,130,10,5,5,5,5,0,0
3,871,871 Verpleeghuizen,150,30,35,5,5,0,10,5,5,85
4,8710,8710 Verpleeghuizen,150,30,35,5,5,0,10,5,5,85
5,85323,85323 MBO en educatie (gecombineerd),150,30,85,10,5,5,0,0,0,35
5,85591,85591 Afstandsonderwijs,130,30,95,15,5,5,5,5,0,5
5,91012,91012 Kunstuitleencentra,125,30,95,20,10,5,0,0,0,0
5,85203,85203 Speciaal onderwijs expertisecentra,110,30,50,0,0,0,5,10,10,30
5,46389,46389 Groothandel in voedselgrondstoffen,105,30,75,10,5,5,10,5,0,0
5,72113,72113 Overige biotechnologische research,100,30,70,10,5,10,0,5,0,0
3,242,242 Stalen buizenindustrie,95,30,65,5,5,10,5,5,5,0
4,2420,2420 Stalen buizenindustrie,95,30,65,5,5,10,5,5,5,0
5,46216,"46216 Groothandel in ruwe oli�n, vetten",90,30,60,10,5,10,5,0,0,0
3,322,0322 Zoetwaterviskwekerij,85,30,55,10,10,5,5,0,0,0
5,47543,47543 Winkels overige huishoudapparatuur,85,30,55,15,10,5,0,0,0,0
4,5812,5812 Databanken,85,30,55,10,10,0,5,5,0,0
4,4635,4635 Groothandel in tabaksproducten,80,30,45,5,5,5,5,5,5,5
5,46761,46761 Groothandel in textielgrondstoffen,80,30,50,15,5,10,5,5,0,0
5,85311,85311 Havo en VWO,70,30,10,0,0,0,0,5,20,30
4,1084,"1084 Saus-, zout- en specerij-industrie",70,30,30,5,5,10,5,5,0,10
4,1083,1083 Koffiebranderijen en theepakkerijen,65,30,30,5,5,5,5,5,0,5
5,45191,45191 Import van nieuwe vrachtwagens,60,30,30,10,10,5,0,0,0,0
4,2399,2399 Overige minerale productenindustrie,55,30,20,0,5,10,5,5,0,5
3,942,942 Werknemersorganisaties,55,30,20,0,5,10,5,5,0,5
4,9420,9420 Werknemersorganisaties,55,30,20,0,5,10,5,5,0,5
4,1622,1622 Parketvloerenindustrie,55,30,25,5,0,10,5,5,0,0
3,241,241 IJzer- en staalindustrie,55,30,25,5,5,10,10,0,5,0
4,2410,2410 IJzer- en staalindustrie,55,30,25,5,5,10,10,0,5,0
4,1012,1012 Pluimveeslachterijen,50,30,10,0,0,5,0,10,10,10
3,233,233 Keramische bouwproductenindustrie,45,30,10,5,5,5,5,5,5,5
5,18125,18125 Drukkerijen van formulieren,45,30,15,0,5,5,5,10,0,0
4,2821,2821 Industri�le ovenindustrie,40,30,10,5,0,5,10,5,5,0
4,3213,3213 Imitatiesieradenindustrie,480,25,455,15,5,5,0,0,0,0
5,93199,93199 Overige sport (rest),330,25,305,10,10,5,0,0,0,0
5,85314,85314 Brede scholengemeenschappen,225,25,20,0,0,5,0,5,15,180
5,93113,93113 Sportvelden,195,25,170,5,5,5,5,0,0,0
2,24,024 Dienstverlening voor de bosbouw,135,25,110,10,5,5,0,0,0,0
3,240,0240 Dienstverlening voor de bosbouw,135,25,110,10,5,5,0,0,0,0
4,3317,3317 Reparatie van overig transport,125,25,100,5,5,5,0,5,5,0
5,94919,94919 Wereldbeschouwelijke organisaties,110,25,85,10,10,5,0,0,0,0
3,612,612 Draadloze telecommunicatie,100,25,70,5,5,10,5,5,0,5
4,6120,6120 Draadloze telecommunicatie,100,25,70,5,5,10,5,5,0,5
2,22,022 Exploitatie van bossen,95,25,70,10,5,10,0,0,0,0
3,220,0220 Exploitatie van bossen,95,25,70,10,5,10,0,0,0,0
5,77391,77391 Verhuur van automaten,85,25,60,10,5,5,0,0,0,0
4,6511,6511 Levensverzekeringen e.d.,75,25,40,5,0,5,5,5,0,10
4,1412,1412 Werkkledingindustrie,75,25,50,5,5,5,5,5,0,0
5,46215,46215 Groothandel in overig veevoeder,65,25,40,5,5,5,5,0,0,0
4,2752,2752 Overige huishoudapparatenindustrie,55,25,25,5,5,5,5,5,5,5
5,47644,47644 Winkels in kampeerartikelen,55,25,25,5,5,10,5,5,0,5
3,531,531 Nationale post,55,25,30,10,10,5,0,5,0,0
4,5310,5310 Nationale post,55,25,30,10,10,5,0,5,0,0
5,90042,90042 Evenementenhallen,55,25,30,5,10,5,5,5,0,0
4,2732,2732 Overige elektrische kabelindustrie,50,25,20,5,5,5,5,5,0,5
5,16102,16102 Houtverduurzamingsindustrie,50,25,25,5,0,5,5,5,0,0
5,46711,46711 Groothandel in vaste brandstoffen,50,25,25,10,5,5,5,5,0,0
5,20149,20149 Overige organische basischemie,45,25,10,5,0,5,5,5,5,10
5,52101,52101 Opslag in tanks,45,25,15,5,0,5,0,10,5,5
4,4664,4664 Groothandel in textielmachines,45,25,20,10,5,0,0,5,0,0
4,2894,2894 Textielmachine-industrie,40,25,15,5,10,5,0,5,5,0
4,2332,2332 Baksteen- en dakpanindustrie,30,25,5,0,5,5,5,5,5,0
5,93143,93143 Kracht- en vechtsport,215,20,195,15,5,0,5,0,0,0
5,66299,66299 Diensten op gebied van verzekering,170,20,150,5,0,5,5,5,0,0
5,33122,33122 Reparatie van gereedschap,125,20,105,10,5,0,0,0,0,0
3,582,582 Uitgeverijen van software,100,20,80,5,5,5,0,0,5,0
4,4299,4299 Overige civieltechnische bouw,95,20,75,10,5,5,0,0,0,0
5,93151,93151 Zwem- en onderwatersport,90,20,70,5,5,5,0,0,0,0
4,2369,"2369 Overige beton-, gipswarenindustrie",85,20,65,10,5,5,0,0,0,0
4,5913,5913 Distributie films en tv-producties,85,20,65,5,0,5,5,0,0,0
4,3316,3316 Reparatie van vliegtuigen,80,20,50,5,5,5,0,5,5,10
4,4213,4213 Bouw van viaducten en tunnels,70,20,50,5,0,5,0,5,5,0
5,65302,65302 Ondernemingspensioenfondsen,70,20,50,10,5,5,0,0,0,0
4,2442,2442 Aluminiumindustrie,60,20,25,5,5,10,5,5,0,15
4,3311,3311 Reparatie van producten van metaal,60,20,40,5,0,5,0,5,5,0
4,1101,"1101 Distilleerderijen, likeurstokerijen",55,20,35,5,5,5,0,0,5,0
4,2849,2849 Niet-metaalgereedschappenindustrie,55,20,35,5,0,5,5,5,0,0
5,74202,74202 Ontwikkelwinkels,55,20,35,10,5,0,5,0,0,0
4,8412,8412 Openbaar bestuur niet-economisch,50,20,10,0,0,0,0,10,5,20
3,128,0128 Teelt van specerijen,50,20,30,10,5,0,0,0,0,0
3,164,0164 Zaadveredelingsbedrijven,50,20,30,10,5,0,0,0,0,0
5,46241,46241 Groothandel in huiden en vellen,50,20,30,0,5,10,5,0,0,0
5,18122,18122 Drukkerijen van tijdschriften,45,20,20,5,5,5,5,0,0,5
3,121,0121 Teelt van druiven,45,20,25,15,5,0,0,0,0,0
4,1511,1511 Looierijen en pelsbereiderijen,45,20,25,10,0,0,5,5,0,0
5,74203,74203 Ontwikkelcentrales,45,20,25,10,5,0,0,0,0,0
4,2453,2453 Licht metaalgieterijen,40,20,15,5,5,5,5,5,0,5
5,20141,20141 Petrochemische industrie,35,20,10,0,5,0,5,5,5,5
5,46733,46733 Groothandel in behang,35,20,15,5,5,5,0,5,0,0
4,2521,2521 Cv-ketel- en radiatorenindustrie,30,20,5,5,0,5,5,0,0,5
4,2594,2594 Bouten- en schroevenindustrie,30,20,10,5,0,5,0,0,0,0
4,1723,1723 Schrijf- en drukpapierindustrie,25,20,5,5,0,5,0,5,5,0
5,93191,93191 Beroepssportlieden,245,15,230,5,0,0,0,0,0,0
3,116,0116 Teelt van vezelgewassen,100,15,85,10,5,0,0,0,0,0
4,3313,3313 Reparatie van elektronica,90,15,75,5,5,5,0,0,0,0
5,93149,93149 Overige binnensport en omnisport,85,15,70,5,5,5,0,0,0,0
4,5829,"5829 Software-uitgeverijen, geen games",80,15,65,5,5,5,0,0,0,0
4,7735,7735 Verhuur en lease van vliegtuigen,70,15,55,5,5,5,0,0,0,0
4,3091,3091 Motor- en bromfietsenindustrie,65,15,50,5,5,0,0,0,0,0
3,303,303 Vliegtuigindustrie,60,15,35,5,0,5,5,5,0,10
4,3030,3030 Vliegtuigindustrie,60,15,35,5,0,5,5,5,0,10
4,3512,3512 Beheer van transportnetten,60,15,35,5,5,0,5,5,0,10
4,7733,7733 Verhuur en lease van computers,60,15,45,5,5,0,0,0,0,0
5,77291,77291 Verhuur van leesportefeuilles,55,15,40,10,0,5,5,5,0,0
3,171,"171 Pulp-, papier- en kartonindustrie",50,15,20,0,0,5,5,5,0,15
5,65111,65111 Levensverzekeringen,50,15,30,5,0,5,5,5,0,5
5,65301,65301 Bedrijfstakpensioenfondsen,50,15,30,5,5,5,5,5,0,5
5,93192,93192 Hengelsport,50,15,35,10,5,5,0,0,0,0
4,1712,1712 Papier- en kartonindustrie,45,15,15,0,0,5,5,5,0,15
4,1086,1086 Dieetvoedingindustrie,45,15,25,0,5,5,0,0,5,5
4,3099,3099 Overige transportmiddelenindustrie,45,15,30,5,0,0,0,5,0,0
4,3329,3329 Installatie van overige toebehoren,45,15,30,5,0,0,5,0,0,0
5,46721,46721 Groothandel in metaalertsen,40,15,25,5,10,0,0,0,0,0
4,6491,6491 Financi�le leasebedrijven,40,15,25,10,0,0,0,0,0,0
3,104,104 Spijsoli�n- en -vettenindustrie e.d.,35,15,10,0,0,5,5,5,0,10
4,2015,2015 Kunstmestindustrie,35,15,15,0,5,0,5,0,5,5
4,2751,2751 Elektr. huishoudapparatenindustrie,35,15,15,0,5,5,5,0,0,5
3,163,0163 Behandeling van gewassen na oogst,35,15,20,5,5,5,0,0,0,0
3,131,131 Spinnerijen,35,15,20,5,0,5,5,0,0,0
4,1310,1310 Spinnerijen,35,15,20,5,0,5,5,0,0,0
4,1394,"1394 Koord-, bindgaren- en touwindustrie",35,15,20,5,0,5,5,0,0,0
5,50202,50202 Zee- en kustsleepvaart,35,15,20,0,5,5,0,5,5,0
5,93144,"93144 Bowlen, kegelen, biljarten e.d.",35,15,20,10,5,0,0,0,0,0
2,89,089 Winning van overige delfstoffen,30,15,10,0,0,0,5,5,5,5
4,1041,1041 Spijsoli�n- en -vettenindustrie,30,15,10,0,0,5,0,5,0,5
2,19,19 Aardolie-industrie,30,15,10,0,0,0,0,5,5,5
3,192,192 Aardolie-industrie,30,15,10,0,0,0,0,5,5,5
4,1920,1920 Aardolie-industrie,30,15,10,0,0,0,0,5,5,5
3,206,206 Synthetische vezelindustrie,30,15,10,5,0,5,5,0,0,5
4,2060,2060 Synthetische vezelindustrie,30,15,10,5,0,5,5,0,0,5
4,1073,1073 Deegwarenindustrie,30,15,15,5,5,0,0,0,0,0
4,1811,1811 Drukkerijen van dagbladen,30,15,15,10,5,5,0,0,0,0
5,18124,18124 Drukkerijen van verpakkingen,30,15,15,0,0,0,5,5,5,0
3,211,211 Farmaceutische grondstofindustrie,30,15,15,5,5,0,0,0,0,0
4,2110,2110 Farmaceutische grondstofindustrie,30,15,15,5,5,0,0,0,0,0
4,2454,2454 Overige non-ferrometaalgieterijen,30,15,15,5,0,5,5,0,0,0
3,512,512 Goederenvervoer door de lucht,30,15,15,5,5,0,0,0,0,0
4,5121,5121 Goederenvervoer door de lucht,30,15,15,5,5,0,0,0,0,0
4,2052,2052 Lijm en kleefmiddelenindustrie,25,15,5,0,0,5,5,5,5,5
4,2451,2451 IJzergieterijen,25,15,5,0,0,5,5,5,5,5
5,82991,82991 Landbouw- en visveilingen,25,15,5,0,5,5,0,5,0,5
4,1621,1621 Fineer en plaatmateriaalindustrie,25,15,10,5,0,5,0,5,0,0
3,243,"243 Staaltrekkerijen, -walserijen e.d.",20,15,5,0,0,0,5,5,5,0
4,2895,2895 Papier- en kartonmachine-industrie,20,15,5,0,5,0,5,5,0,0
4,3321,3321 Installatie van ketels en tanks,20,15,5,0,5,5,0,5,0,0
5,93127,93127 Auto- en motorsport,220,10,210,5,5,0,0,0,0,0
3,842,842 Overheidsdiensten,115,10,75,0,0,0,0,5,5,30
5,32991,32991 Sociale werkvoorziening,85,10,0,0,0,0,0,5,0,75
5,93126,93126 Wielersport,75,10,65,0,0,0,0,0,0,0
4,4212,4212 Aanleg van spoorwegen,60,10,45,0,5,0,0,0,0,5
3,143,143 Gebreide kledingindustrie,60,10,50,5,0,5,0,0,0,0
4,2652,2652 Uurwerkindustrie,55,10,45,5,0,0,0,0,0,0
3,602,602 Televisieomroepen,50,10,30,5,0,0,0,0,5,10
4,6020,6020 Televisieomroepen,50,10,30,5,0,0,0,0,5,10
4,1102,1102 Wijnindustrie (uit druiven),50,10,40,5,5,0,0,0,0,0
4,1439,1439 Gebreide kledingindustrie,50,10,40,5,0,0,0,0,0,0
4,3319,3319 Reparatie van overige apparatuur,45,10,35,0,0,5,0,0,0,0
5,66192,66192 Marketmakers,45,10,35,0,0,0,0,0,0,0
5,86103,86103 Categorale ziekenhuizen,40,10,10,5,0,0,0,5,0,20
4,1107,1107 Frisdrankindustrie,40,10,25,5,0,0,5,0,0,5
5,86925,86925 Ambulancediensten,35,10,15,0,0,0,0,0,0,10
3,268,268 Industrie van informatiedragers,35,10,25,5,5,0,0,0,0,0
4,2680,2680 Industrie van informatiedragers,35,10,25,5,5,0,0,0,0,0
3,132,132 Weverijen,30,10,15,0,0,0,0,5,0,5
4,1320,1320 Weverijen,30,10,15,0,0,0,0,5,0,5
4,2314,2314 Glasvezelindustrie,30,10,15,0,0,5,0,0,0,5
4,2612,2612 Elektronische printplaatindustrie,30,10,20,0,5,0,0,0,0,0
4,3513,3513 Elektriciteit- en gasdistributie,30,10,20,5,0,0,0,0,0,0
4,6611,6611 Optie- en effectenbeurzen,30,10,20,5,0,0,0,0,0,0
4,1031,1031 Aardappelproductenindustrie,25,10,5,0,0,0,0,0,0,10
3,899,0899 Overige delfstoffenwinning (rest),25,10,10,0,0,0,5,5,0,5
4,2012,2012 Kleur- en verfstoffenindustrie,25,10,10,5,0,0,5,5,0,5
5,65112,65112 Naturaverzekeringen,25,10,10,0,0,5,0,0,0,5
4,4313,4313 Proefboorbedrijven,25,10,15,0,5,0,0,0,0,0
5,17122,17122 Verpakkingspapierindustrie,20,10,5,0,0,5,0,0,0,5
4,2013,2013 Overige anorganische basischemie,20,10,5,0,0,0,0,5,5,5
4,2592,2592 Lichtmetalen emballage-industrie,20,10,5,0,0,0,0,5,0,5
4,1396,1396 Technisch textielindustrie,20,10,10,0,0,0,0,0,5,0
4,2731,2731 Optische vezelkabelindustrie,20,10,10,0,0,5,0,0,0,0
3,613,613 Telecommunicatie via satelliet,20,10,10,0,0,5,0,0,5,0
4,6130,6130 Telecommunicatie via satelliet,20,10,10,0,0,5,0,0,5,0
5,64921,64921 Hypotheekbanken en bouwfondsen,20,10,10,0,5,5,0,0,0,0
3,843,843 Verplichte sociale verzekeringen,20,10,10,0,0,0,0,5,0,0
4,8430,8430 Verplichte sociale verzekeringen,20,10,10,0,0,0,0,5,0,0
4,8413,8413 Openbaar bestuur economische zaken,15,10,0,0,0,5,0,0,5,5
5,10821,10821 Cacaoverwerkende industrie,15,10,5,0,0,0,5,0,0,0
5,17129,17129 Overige papier- en kartonindustrie,15,10,5,0,0,0,5,0,0,0
3,202,202 Landbouwchemicali�nindustrie,15,10,5,0,0,0,0,0,0,0
4,2020,2020 Landbouwchemicali�nindustrie,15,10,5,0,0,0,0,0,0,0
4,2331,2331 Keramische tegelindustrie,15,10,5,0,0,0,0,0,0,0
4,2364,2364 Centrales van droge mortel,15,10,5,0,5,5,0,0,0,0
4,2433,2433 Koudvervormen en koudfelserijen,15,10,5,0,0,0,5,0,5,0
4,2443,"2443 Lood-, zink- en tinindustrie",15,10,5,5,0,0,0,0,0,0
4,2591,2591 Stalen vatenindustrie,15,10,5,0,0,0,0,0,0,0
4,2823,2823 Kantoormachine-industrie,15,10,5,0,5,0,0,0,0,0
4,3291,3291 Borstelwarenindustrie,15,10,5,0,0,0,5,0,0,0
4,2017,2017 Rubberindustrie,10,10,0,0,0,0,5,5,0,0
4,8425,8425 Brandweer,90,5,60,0,0,0,0,0,0,25
5,93142,93142 Zaalsport in teamverband,65,5,60,5,0,0,0,0,0,0
4,2313,2313 Holglasindustrie,50,5,40,5,5,0,0,0,0,5
5,93123,93123 Atletiek,45,5,40,5,0,0,0,0,0,0
4,1411,1411 Leren kledingindustrie,40,5,35,5,0,0,0,0,0,0
4,1032,1032 Fruit- en groentesappenindustrie,35,5,25,5,0,0,0,0,0,5
5,93194,93194 Supportersverenigingen (sport),35,5,30,0,0,0,0,0,0,0
1,6,06 Winning van aardolie en aardgas,30,5,15,0,0,0,0,0,5,10
4,1414,1414 Onderkledingindustrie,30,5,25,0,0,5,0,0,0,0
5,65309,65309 Overige pensioenfondsen,30,5,25,0,0,0,0,0,0,0
2,36,36 Waterleidingbedrijven,25,5,10,5,5,0,0,0,0,10
3,360,360 Waterleidingbedrijven,25,5,10,5,5,0,0,0,0,10
4,3600,3600 Waterleidingbedrijven,25,5,10,5,5,0,0,0,0,10
2,61,061 Winning van aardolie,25,5,15,0,0,0,0,0,0,5
3,610,0610 Winning van aardolie,25,5,15,0,0,0,0,0,0,5
5,49392,49392 Regionaal openbaar busvervoer,25,5,15,0,0,5,0,0,0,5
4,2931,2931 Elektrische auto-onderdeelindustrie,25,5,20,5,0,0,0,0,0,0
4,3831,"3831 Sloperijen van schepen, apparatuur",25,5,20,0,0,0,0,0,0,0
5,93128,93128 Wintersport,25,5,20,5,0,0,0,0,0,0
5,93145,93145 Denksport,25,5,20,5,0,0,0,0,0,0
5,17212,17212 Golfpapier- en -kartonindustrie,20,5,5,0,0,0,0,5,0,10
3,491,"491 Personenvervoer per spoor,geen tram",20,5,10,0,0,0,0,5,0,5
4,4910,"4910 Personenvervoer per spoor,geen tram",20,5,10,0,0,0,0,5,0,5
4,8423,8423 Rechtspraak en justitie,20,5,10,0,0,0,0,0,0,5
5,92001,92001 Loterijen en kansspelen,20,5,10,5,0,0,0,0,0,5
3,232,232 Vuurvast keramische productindustrie,20,5,15,0,0,0,0,0,5,0
4,2320,2320 Vuurvast keramische productindustr.,20,5,15,0,0,0,0,0,5,0
4,2349,2349 Overige keramische industrie (rest),20,5,15,0,0,5,0,0,0,0
3,272,272 Accu- en batterijenindustrie,20,5,15,0,5,0,5,0,0,0
4,2720,2720 Accu- en batterijenindustrie,20,5,15,0,5,0,5,0,0,0
4,2824,2824 Industrie elektr. handgereedschap,20,5,15,0,0,5,0,0,0,0
5,33222,33222 Installatie van gereedschap,20,5,15,0,0,0,0,0,0,0
4,5821,5821 Uitgeverijen van computergames,20,5,15,0,0,0,0,0,0,0
5,66293,66293 Waarborgfondsen,20,5,15,0,0,0,0,0,0,0
2,12,12 Tabaksindustrie,15,5,5,0,5,0,0,0,0,5
3,120,120 Tabaksindustrie,15,5,5,0,5,0,0,0,0,5
4,1200,1200 Tabaksindustrie,15,5,5,0,5,0,0,0,0,5
4,1395,1395 Gebonden textielvliesindustrie,15,5,5,0,0,0,5,5,0,5
5,17121,17121 Grafisch papierindustrie,15,5,5,0,0,0,0,0,0,5
5,19201,19201 Raffinaderijen,15,5,5,0,0,0,0,0,0,5
4,2011,2011 Industri�le gassenindustrie,15,5,5,0,0,0,0,5,0,5
4,2896,2896 Machine-industrie voor kunststof,15,5,5,0,0,0,0,0,0,5
4,1103,1103 Wijnindustrie (niet uit druiven),15,5,10,0,5,0,0,0,0,0
4,1391,1391 Gebreide en gehaakte stofindustrie,15,5,10,0,0,0,0,0,0,0
4,2053,2053 Etherische oli�nindustrie,15,5,10,0,0,0,0,0,0,0
4,2891,2891 Industrie van metallurgiemachines,15,5,10,0,0,0,0,0,0,0
3,302,302 Industrie van rollend spoormaterieel,15,5,10,0,0,0,0,0,0,0
4,3020,3020 Industrie rollend spoormaterieel,15,5,10,0,0,0,0,0,0,0
4,3211,3211 Munten- en medaille-industrie,15,5,10,0,0,0,0,0,0,0
4,3822,3822 Behandeling van schadelijk afval,15,5,10,0,0,0,0,0,5,0
5,64924,64924 Overige kredietverstrekking (rest),15,5,10,0,0,0,0,0,0,0
2,62,062 Winning van aardgas,10,5,0,0,0,0,0,0,0,5
3,620,0620 Winning van aardgas,10,5,0,0,0,0,0,0,0,5
4,1431,1431 Kousen en sokkenindustrie,10,5,5,0,0,0,0,0,0,0
5,19202,"19202 Aardolie-industrie, geen raffinage",10,5,5,0,0,0,0,0,0,0
4,2211,2211 Rubberbandenindustrie,10,5,5,0,0,0,0,0,0,0
4,2311,2311 Vlakglasindustrie,10,5,5,0,0,5,0,0,0,0
4,2362,2362 Gipsen bouwproductenindustrie,10,5,5,0,0,0,0,0,0,0
4,2445,2445 Overige non-ferrometaalindustrie,10,5,5,0,0,0,0,0,0,0
3,352,352 Productie van biogas,10,5,5,0,5,0,0,0,0,0
4,3520,3520 Productie van biogas,10,5,5,0,5,0,0,0,0,0
